Ticker,ISIN,Name,Trading Region,Industry,Sector,Total Employees (FY),Market Cap,Enterprise Value,Price (1D Ago),Market Value,Shrs Out,Shares Out,Common Shares Outstanding (FY),Total Assets (FY),Total Liabilities (FY),Total Capital (FY),Total Equity (FY),Leverage Ratio % (FY),Total Debt (FY),Cash And Equivalents (FY),Total Debt / Equity (FY),Total Liabilities / Total Assets (FY),Return on Assets (ROA) % (FY),Return on Capital (ROC) % (FY),Return on Common Equity (ROCE) % (FY),Total Debt to Capital % (FY),Return On Equity % (FY),Total Revenues (FY),Gross Profit (FY),Operating Income (FY),Net Income - (IS) (FY),P/E (LTM),P/TBV (LTM),Book Value / Share (FY),EPS 5Y Fwd Growth (NTM),ROA - Est High (FY5E),ROE - Est High (FY5E),EV/Sales (EST FY5),EV/EBIT (EST FY6),Total Equity/CAGR (5Y FY),Total Assets/CAGR (5Y FY),Net Income/CAGR (5Y FY),Unit
PETGAS,MYL6033OO004,PETRONAS Gas Berhad,Asia / Pacific,Gas Utilities,Utilities,,7538.43,7522.64,18.1,3.81,1978731915,,1978.73,4209.64,1199.34,3697.21,3010.3,,686.92,659.78,0.2282,0.2849,0.0729,0.0831,0.1363,0.1858,0.1397,1404.45,498.33,495.43,396.49,19.2,2.6,1.49,,,,,,,0.0112,0.003,MYR
ALI,PHY0488F1004,Ayala Land Inc.,Asia / Pacific,Real Estate Management and Development,Real Estate,,7300.22,12608.91,29,0.49,14787040390,,14942.18,15287.69,9510.72,10774.76,5776.98,,4997.78,308.17,0.8651,0.6221,0.0384,0.0545,0.0928,0.4638,0.0945,2687.93,1105.02,902.11,442.53,15.8,1.5,0.33,0.0817,,,,,,0.0483,-0.0347,PHP
SCC,TH0003010Z04,The Siam Cement Public Company Limited,Asia / Pacific,Construction Materials,Materials,55578,7297.01,17213.14,227,6.08,1200000000,,1200,25963.93,13133.16,22639.45,12830.77,,9808.68,1266.87,0.7645,0.5058,0.0078,0.0088,0.0702,0.4333,0.0539,14517.41,2134.03,327.32,752.97,22.5,0.9,8.81,0.1305,,,,11.3,,0.0866,-0.1035,THB
SASA,TRASASAW91E4,Sasa Polyester Sanayi A.S.,Africa / Middle East,Chemicals,Materials,4208,7241.09,9312.64,44.2,1.36,5321653794,,5195.66,5138.33,2909.46,4720.52,2228.87,,2491.65,178.09,1.1179,0.5662,0.0375,0.0424,0.3421,0.5278,0.3421,1567.84,294.68,256.01,615.81,7.5,2.7,0.43,,,,,,,1.0541,0.9803,TRY
RAIL3,BRRAILACNOR9,Rumo S.A.,Latin America and Caribbean,Ground Transportation,Industrials,,7082.64,9815.83,20.6,3.83,1849513667,,1849.5,10149.95,6878.31,8186.71,3271.64,,4915.07,1491.21,1.5023,0.6777,0.0469,0.0584,0.0466,0.6004,0.0462,2254.69,845.02,736.95,148.35,35.1,3.8,1.75,0.6141,,0.161,3.3,6.1,,0.1266,0.2218,BRL
786,CNE000000QS4,Beijing New Building Materials Public Limited Company,Asia / Pacific,Building Products,Industrials,12786,6996.61,7121.63,30.66,4.14,1689507842,,,4319.74,976.2,3780.61,3343.54,,437.07,80.44,0.1307,0.226,0.0805,0.0948,0.1586,0.1156,0.157,3159.56,942.57,541.54,496.49,13.5,2.8,1.95,0.17,,,,,,0.1135,0.074,CNY
963,CNE0000011S1,Huadong Medicine Co. Ltd,Asia / Pacific,Health Care Providers and Services,Health Care,16969,6874.49,6689.51,29.49,3.93,1750141748,,,4721.09,1680.39,3313.7,3040.7,,273,657.02,0.0898,0.3559,0.0694,0.0991,0.1433,0.0824,0.1397,5723.43,1853.47,505.78,399.96,16.9,2.9,1.69,0.1811,,,,,,0.1176,0.046,CNY
601567,CNE100001567,Ningbo Sanxing Medical Electric Co.Ltd.,Asia / Pacific,Electrical Equipment,Industrials,,6461.48,6251.08,34.07,4.58,1411197171,,,3030.94,1459.57,2064.19,1571.38,,492.82,768.26,0.3136,0.4816,0.0551,0.0813,0.1856,0.2387,0.1849,1614.94,545.38,234.46,268.21,23.3,5.1,1.1,,,,,,,0.0848,0.3024,CNY
SUNDARMFIN,INE660A01013,Sundaram Finance Limited,Asia / Pacific,Consumer Finance,Financials,,6296.02,,4862.65,56.67,111103860,,110.21,7713.89,6384.37,6652.29,1329.52,,5322.77,180.34,4.0035,0.8276,0.0306,,0.1368,0.8001,0.1554,426.15,365.97,244.16,172.34,36.2,5,12.06,0.18,,,,,,0.138,0.0435,INR
BCI,CLP321331116,Banco de Crédito e Inversiones,Latin America and Caribbean,Banks,Financials,,6090.28,,26400,27.86,218604259,,218.6,90113.92,83219.26,,6894.67,,31290.56,3507.5,,,0.0087,,0.1259,,0.1259,2410.28,2389.62,918.06,775.52,7.4,1,31.53,0.1043,,,,,0.119,0.1391,0.1151,CLP
144,HK0144000764,China Merchants Port Holdings Company Limited,Asia / Pacific,Transportation Infrastructure,Industrials,7749,6085.45,18420.44,11.38,1.45,4198009186,,4198.01,22067.38,6591.37,20277.16,15476,,4801.15,1579.17,0.3102,0.2987,0.0136,0.0148,0.0603,0.2368,0.0607,1470.44,660.17,479.6,822.69,7.2,1.3,3.12,0.0266,,,,,,0.0425,-0.0238,HKD
601058,CNE1000015F7,Sailun Group Co. Ltd.,Asia / Pacific,Automobile Components,Consumer Discretionary,18155,5909,6444.67,14,1.87,3153373031,,,4751.57,2576.38,3438.65,2175.19,,1263.46,734.88,0.5808,0.5422,0.0777,0.1042,0.2284,0.3674,0.2271,3660.04,988.35,554.9,435.55,11.3,2.7,0.69,,,,,,,0.1714,0.3585,CNY
301269,CNE100005GY1,Empyrean Technology Co. Ltd.,Asia / Pacific,Software,Information Technology,1023,5811.58,5421.93,79.14,10.7,542941768,,,779.89,105.98,694.45,673.92,,20.53,437.18,0.0305,0.1359,0.0029,0.0033,0.0425,0.0296,0.0425,142.35,133.04,3.56,28.28,223.9,9.4,1.24,,,,,,,0.6066,0.3284,CNY
MPHC,QA000VSUG130,Mesaieed Petrochemical Holding Company Q.P.S.C.,Africa / Middle East,Chemicals,Materials,,5680.26,5062.3,1.643,0.45,12563175000,,12563.17,4817.49,124.97,4692.52,4692.52,,0,74.73,,0.0259,0.0383,0.0392,0.0628,,0.0628,302,302,297.4,297.4,20.5,1.3,0.37,,,,,,,0.028,-0.0493,QAR
CENCOSUD,CL0000000100,Cencosud S.A.,Latin America and Caribbean,Consumer Staples Distribution and Retail,Consumer Staples,121657,5140.53,11215.33,1754.9,1.83,2804084482,,2805.33,15423.83,10562.94,11099.11,4860.89,,6238.23,549,1.2834,0.6848,0.0461,0.0646,0.06,0.562,0.0686,16171,4728.75,1126.69,250.32,37.5,3.6,1.49,0.4218,,,,,,0.05,0.0286,CLP
600061,CNE000000Q11,SDIC Capital Co.Ltd,Asia / Pacific,Capital Markets,Financials,7851,5052.47,,5.73,0.79,6420165305,,,39464.91,31179.45,25190.22,8285.46,,16904.76,8824.36,2.0403,0.7901,0.0108,,0.0452,0.6711,0.0511,1846.43,334.93,285.55,332.05,21,0.8,1.16,,,,,,,0.125,0.0701,CNY
600348,CNE000001FP1,Shan Xi Hua Yang Group New Energy Co.Ltd.,Asia / Pacific,Oil Gas and Consumable Fuels,Energy,38618,4973.19,6236.5,10.1,1.38,3607500000,,,10083.55,5551.66,7282.77,4531.89,,2750.87,2042.52,0.607,0.5506,0.0713,0.1005,0.1945,0.3777,0.1959,4017.89,1792.68,1136.35,729.7,8.5,1.6,1.09,,,,,,,0.0918,0.2131,CNY
800,CNE000000R85,FAW Jiefang Group Co.Ltd,Asia / Pacific,Machinery,Industrials,20004,4917.52,1715.84,8,1.06,4623863714,,,9280.82,5830.91,3458.03,3449.91,,8.12,3229.27,0.0024,0.6283,-0.0172,-0.0436,0.0317,0.0023,0.0317,9003.43,684.07,-237.38,107.5,40.8,1.6,0.74,,,,,,,0.2874,0.3027,CNY
ISA,COE15PA00026,Interconexión Eléctrica S.A. E.S.P.,Latin America and Caribbean,Electric Utilities,Utilities,,4784.13,13188.68,17880,4.32,1107677894,,1107.68,18385.74,11578.88,14862.09,6806.87,,8055.23,1051.23,1.1834,0.6298,0.0614,0.0758,0.1421,0.542,0.1539,3621.61,2194.39,1902.96,636.75,8.1,3.7,3.8,,,,,,,0.0963,0.101,COP
2384,CNE100000N79,Suzhou Dongshan Precision Manufacturing Co. Ltd.,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,22558,4685.98,5539.58,19.2,2.75,1701276209,,,6251.47,3688.66,4563.7,2562.82,,2000.89,1013,0.7807,0.59,0.0321,0.0436,0.1138,0.4384,0.1135,4741.08,659.62,307.76,276.78,19.1,2.2,1.5,0.1293,,,,,,0.0734,0.1935,CNY
A011070,KR7011070000,LG Innotek Co. Ltd.,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,,4643.21,6178.63,272000,196.21,23664507,,23.66,8647.5,5008.78,5768.76,3638.72,,2130.04,1072.53,0.5854,0.5792,0.0495,0.0754,0.1259,0.3692,0.1259,15903.19,1438.11,641.23,436.22,10.1,1.4,153.76,0.1645,,,,,,0.1425,0.2822,KRW
2377,TW0002377009,Micro-Star International Co. Ltd.,Asia / Pacific,Technology Hardware Storage and Peripherals,Information Technology,,4551.72,3895.16,175.5,5.39,844856200,,844.86,2948.85,1314.21,1656.55,1634.64,,21.91,839.55,0.0134,0.4457,0.0621,0.1103,0.1528,0.0132,0.1528,5960.18,744.21,286.99,245.39,19.3,3,1.93,,,,,,,0.1041,0.0451,TWD
SONACOMS,INE073K01018,Sona BLW Precision Forgings Limited,Asia / Pacific,Automobile Components,Consumer Discretionary,1672,4548.83,4579.51,640.1,7.76,586460546,,586.45,463.84,127.79,385.51,336.05,,49.46,10.92,0.1472,0.2755,0.1232,0.1471,0.2094,0.1283,0.2034,382.21,210.25,81.89,62.08,73.2,22.9,0.54,0.293,,,,,,0.1881,0.2449,INR
1882,KYG4232C1087,Haitian International Holdings Limited,Asia / Pacific,Machinery,Industrials,7382,4547.43,3392.53,22.65,2.85,1596000000,,1596,4099,1444.33,3041.91,2654.66,,387.25,767.23,0.1459,0.3524,0.0593,0.0813,0.1391,0.1273,0.139,1841.32,591.77,367.06,351.03,13,1.7,1.66,,,,,,,0.0913,0.0538,HKD
601577,CNE100003F50,Bank of Changsha Co. Ltd.,Asia / Pacific,Banks,Financials,9584,4382.08,,7.86,1.09,4021553754,,,143711.14,134085.71,,9625.43,,31777.29,2125.31,,,0.0082,,0.1305,,0.1203,2335.82,2335.82,1325.7,1051.45,4.3,0.5,2.11,,,,,,0.1654,0.1414,0.1075,CNY
CLS,ZAE000134854,Clicks Group Limited,Africa / Middle East,Consumer Staples Distribution and Retail,Consumer Staples,17865,4299.86,4454.24,333.02,18.06,238062465,,241.16,1007.99,692.13,487.39,315.87,,171.52,130.01,0.543,0.6866,0.123,0.2522,0.4351,0.3519,0.4351,2204.08,493.22,192.34,134.38,31.4,20.2,1.31,0.13,,,,,,0.1043,0.1156,ZAR
2409,CNE100000PG0,Jiangsu Yoke Technology Co. Ltd.,Asia / Pacific,Chemicals,Materials,2930,4090.47,4416.14,62.44,8.59,475927678,,,1777.21,556.23,1506.97,1220.98,,285.99,288.13,0.2342,0.313,0.0375,0.0436,0.0865,0.1898,0.0714,667.5,208.07,98.26,81.64,45.3,6.2,2.04,,,,,,,0.2153,0.3425,CNY
REM,ZAE000026480,Remgro Limited,Africa / Middle East,Financial Services,Financials,,4021.61,4515.32,136.27,7.23,556225754,,519.57,8020.88,1515.5,7193.63,6505.38,,688.26,321.28,0.1058,0.1889,0.0094,0.0108,0.0544,0.0957,0.0479,2558.3,921.23,123.05,511.33,,0.7,11.03,,,,,,,0,0.0148,ZAR
2555,CNE1000010N2,37 Interactive Entertainment Network Technology Group Co. Ltd.,Asia / Pacific,Entertainment,Communication Services,3447,3955.49,2967.81,13.34,1.8,2199698134,,,2695.84,890.73,2097.7,1805.12,,292.58,870.27,0.1621,0.3304,0.0954,0.1213,0.2136,0.1395,0.2096,2331.27,1853.43,389.45,374.56,11.5,2.9,0.81,,,,,,,0.1791,0.2139,CNY
ENELCHILE,CL0002266774,Enel Chile S.A.,Latin America and Caribbean,Electric Utilities,Utilities,2077,3949.58,8365.47,53.9,0.06,69166557220,,69166.56,13447.26,8037.22,9829.55,5410.04,,4419.51,640.1,0.8169,0.5977,0.0388,0.054,0.1483,0.4496,0.1486,4879.92,1463.01,836.23,719.83,6,1.1,0.07,,,,,,,0.0958,0.1186,CLP
601866,CNE1000008F2,COSCO SHIPPING Development Co. Ltd.,Asia / Pacific,Trading Companies and Distributors,Industrials,11261,3930.78,14686.97,2.52,0.35,13547214320,,3676,17742.26,13616.52,16829.39,4125.74,,12703.65,1835.3,3.0791,0.7675,0.017,0.0179,0.0484,0.7548,0.0484,2209.86,675.82,486.52,198.53,19.5,1,0.3,,,,,,,-0.0179,0.0033,CNY
GAMUDA,MYL5398OO002,Gamuda Berhad,Asia / Pacific,Construction and Engineering,Industrials,4219,3906.33,4822.91,6.59,1.41,2772318611,,2662.74,5273.68,2850.94,3968.73,2422.74,,1545.99,702.76,0.6381,0.5406,0.0207,0.0276,0.0787,0.3895,0.079,1822.71,376.2,161.45,407.63,20.9,1.7,0.9,0.185,,,,,,0.0742,0.2823,MYR
2673,CNE100001D96,Western Securities Co.Ltd.,Asia / Pacific,Capital Markets,Financials,3324,3812.59,,6.37,0.85,4469581705,,,13556.44,9594.17,10737.44,3962.27,,6775.17,426.41,1.7099,0.7077,0.0125,,0.0424,0.631,0.0433,967.53,661.49,213.92,164.23,27.4,1,0.88,,,,,,,0.1298,0.4221,CNY
9945,TW0009945006,Ruentex Development Co.Ltd.,Asia / Pacific,Real Estate Management and Development,Real Estate,,3767.75,5710.9,43.3,1.33,2834511386,,2834.51,5762.89,2446.21,5212.72,3316.68,,1896.04,128.03,0.5717,0.4245,0.0184,0.0204,0.0894,0.3637,0.0961,892.38,233.92,163.41,252.28,8.8,1.2,1.09,,,,,,,0.1543,-0.0485,TWD
688065,CNE100004447,Cathay Biotech Inc.,Asia / Pacific,Chemicals,Materials,1803,3669.41,3711.41,46.59,6.31,581315540,,,2653.41,572.05,2331.58,2081.36,,250.21,759.42,0.1202,0.2156,0.0056,0.0063,0.0331,0.1073,0.0274,297.86,81.61,23.32,51.64,64.3,2.5,2.7,,,,,,,0.3123,-0.047,CNY
603816,CNE100002GF7,Jason Furniture (Hangzhou) Co.Ltd.,Asia / Pacific,Household Durables,Consumer Discretionary,21088,3650.41,3537.98,33.16,4.49,813384931,,,2364.07,984.41,1659.5,1379.66,,279.84,504.82,0.2028,0.4164,0.0828,0.1194,0.217,0.1686,0.214,2706.76,886.72,307.05,282.62,13.2,3,1.66,0.1006,,,,,,0.0983,0.1518,CNY
600988,CNE000001H94,Chifeng Jilong Gold Mining Co.Ltd.,Asia / Pacific,Metals and Mining,Materials,5457,3640.7,4162.65,16.05,2.21,1648728778,,,2637.13,1433.63,1588.92,1203.5,,385.42,234.2,0.3202,0.5436,0.0499,0.0849,0.1418,0.2426,0.1092,1017.35,330.92,203.79,113.27,28.9,,0.53,0.28,,,,,,0.1856,,CNY
738,CNE000000RM5,Aecc Aero-Engine Control Co.Ltd.,Asia / Pacific,Aerospace and Defense,Industrials,7228,3515.77,3041.62,19.93,2.67,1315184001,,,2222.77,503.5,1723.13,1719.27,,3.86,550.22,0.0022,0.2265,0.0287,0.0372,0.0632,0.0022,0.0616,750.1,199.53,99.57,102.37,34.3,2.2,1.27,,,,,,,0.168,0.2288,CNY
BBAJIOO,MX41BB000000,Banco del Bajío S.A. Institución de Banca Múltiple,Latin America and Caribbean,Banks,Financials,,3494.51,,55.1,2.94,1189931687,,1189.93,20274.67,17828.24,,2446.44,,3723.4,667.95,,,0.0336,,0.2806,,0.2806,1362.47,1362.47,881.67,648.58,5.2,1.3,2.06,-0.0284,,,,,0.0779,0.0898,0.1676,MXN
600998,CNE100000W45,Jointown Pharmaceutical Group Co. Ltd,Asia / Pacific,Health Care Providers and Services,Health Care,30100,3345.01,4429.45,5.02,0.68,4911692978,,,13072.94,8919.96,6230.67,4152.98,,2077.69,2387.95,0.5003,0.6823,0.0293,0.0615,0.0932,0.3335,0.0787,21153.01,1690.68,610.84,306.3,11.5,1.1,0.65,,,,,,,0.0683,0.1015,CNY
2518,KYG066341028,Autohome Inc.,Asia / Pacific,Interactive Media and Services,Communication Services,5511,3293.01,201.11,52,6.96,121110968,,,4344.41,797.78,3574.26,3546.63,,27.63,703.93,0.0078,0.1836,0.0235,0.0281,0.0786,0.0077,0.0766,1012.16,826.65,160.25,272.66,12.8,1.2,27.9,0.0158,0.062,0.075,0.2,,,0.1437,-0.0758,HKD
600004,CNE000001DX0,Guangzhou Baiyun International Airport Company Limited,Asia / Pacific,Transportation Infrastructure,Industrials,9878,3070.57,2962.82,9.47,1.3,2366718283,,,3689.88,1181.17,2832.63,2508.71,,323.92,356.12,0.1291,0.3201,0.0142,0.0185,0.0254,0.1144,0.0273,906.04,191.4,85.3,62.26,37.7,1.3,1.05,0.54,,,,,,-0.0066,-0.1711,CNY
SITES1A1,MX01SI0C0002,Operadora de Sites Mexicanos S.A.B. de C.V.,Latin America and Caribbean,Diversified Telecommunication Services,Communication Services,276,2908.45,5874.02,16.46,0.92,3164850149,,,6168.2,3533.9,5120.26,2634.3,,2485.96,264.18,0.9437,0.5729,0.0283,0.0342,0.0154,0.4855,0.0186,699.14,691.59,277.9,25.06,116.1,1.7,0.52,,,,,,,0.1847,,MXN
2517,CNE100000XB5,Kingnet Network Co. Ltd.,Asia / Pacific,Entertainment,Communication Services,1869,2746.25,2383.33,9.44,1.3,2114495934,,,931.33,193.29,740.2,738.04,,2.16,395.46,0.0029,0.2075,0.1589,0.2002,0.3009,0.0029,0.3232,605.17,505.14,221.93,205.94,12.5,4.1,0.35,,,,,,,0.0173,0.5299,CNY
2056,CNE000001N70,Hengdian Group DMEGC Magnetics Co. Ltd,Asia / Pacific,Electronic Equipment Instruments and Components,Information Technology,18416,2684.23,1937.98,12.62,1.66,1612404222,,,2986.24,1691.69,1739.83,1294.55,,445.28,1294.08,0.344,0.5665,0.0719,0.1266,0.2168,0.2559,0.2153,2778.46,565.63,314.51,255.88,12.2,2.3,0.79,0.05,,,,,,0.2554,0.2139,CNY
603728,CNE100002RN8,Shanghai Moons' Electric Co. Ltd.,Asia / Pacific,Electrical Equipment,Industrials,3362,2333.7,2301.26,41.63,5.56,420066000,,,541.23,138.97,438.07,402.26,,35.81,77.6,0.089,0.2568,0.0223,0.0277,0.0505,0.0817,0.0509,358.25,129.64,19.38,19.79,147.5,7.6,0.96,,,,,,,0.0928,-0.0339,CNY
603882,CNE100002VW1,Guangzhou Kingmed Diagnostics Group Co. Ltd.,Asia / Pacific,Health Care Providers and Services,Health Care,11586,1777.72,1595.05,28.98,3.82,464790875,,,1657.93,453.7,1285.84,1204.23,,81.6,346.26,0.0678,0.2737,0.0202,0.0279,0.0757,0.0635,0.0731,1203.14,438.88,58.46,90.65,27.1,1.6,2.52,-0.25,,,,,,0.2435,0.2249,CNY
